grid_ID1,grid_ID2,grid_ID3,grid_ID4,grid_ID5,grid_ID6,grid_ID7,grid_ID8,grid_ID9,grid_ID10,grid_ID11,grid_ID12,grid_ID13,grid_ID14,grid_ID15,grid_ID16,grid_ID17,grid_ID18,grid_ID19,grid_ID20,grid_ID21,grid_ID22,grid_ID23,grid_ID24,grid_ID25,grid_ID26,grid_ID27,grid_ID28,grid_ID29,grid_ID30,grid_ID31,grid_ID32
273.066009521484,267.276000976563,239.986999511719,214.682998657227,194.912002563477,181.311996459961,265.140014648438,261.570007324219,249.981002807617,222.001007080078,206.522994995117,184.919006347656,167.149993896484,160.263000488281,253.667999267578,254.850006103516,240.190002441406,213.871002197266,196.263000488281,180.363998413086,246.276992797852,245.70100402832,230.975006103516,211.966995239258,190.807998657227,175.345001220703,156.654998779297,232.615005493164,227.938003540039,210.210998535156,188.761001586914,174.272994995117
615.869018554688,584.0009765625,488.260009765625,435.488006591797,375.421997070313,333.511993408203,597.317016601563,575.666015625,535.335998535156,461.709991455078,418.634002685547,349.625,299.316986083984,290.14599609375,586.156982421875,577.138977050781,517.598022460938,449.890014648438,393.721984863281,340.049987792969,580.580017089844,559.219970703125,504.580993652344,444.0830078125,382.640991210938,334.196014404297,282.226013183594,540.47900390625,507.217010498047,445.975006103516,381.065002441406,331.848999023438
489.808990478516,476.078002929688,411.170013427734,385.554992675781,355.160003662109,333.084014892578,483.47900390625,472.704986572266,437.744995117188,391.029998779297,368.075012207031,343.397003173828,315.627990722656,303.332000732422,488.153991699219,472.704986572266,432.855987548828,382.342010498047,351.709014892578,326.566986083984,487.261993408203,466.981994628906,426.141998291016,383.136993408203,353.203002929688,325.834991455078,299.946990966797,464.592987060547,427.897003173828,385.936004638672,350.546997070313,325.834991455078
548.468994140625,524.565002441406,426.855987548828,331.601013183594,294.631011962891,259.519989013672,520.198974609375,518.14501953125,473.532989501953,367.868988037109,305.511993408203,273.803009033203,236.477005004883,177.20100402832,523.083984375,521.442016601563,456.726013183594,349.377014160156,287.858001708984,257.576995849609,518.814025878906,505.799987792969,437.988006591797,353.218994140625,284.127014160156,254.162994384766,204.091995239258,477.144989013672,435.975006103516,358.455993652344,285.450988769531,255.671997070313
203.10400390625,196.621994018555,178.401992797852,155.397994995117,129.580001831055,104.142997741699,195.906997680664,198.539993286133,185.643005371094,169.865005493164,145.40299987793,117.047996520996,91.7440032958984,80.6859970092773,194.108001708984,194.783004760742,177.725997924805,160.548004150391,136.436996459961,107.819000244141,191.639007568359,189.621994018555,177.677001953125,155.369003295898,132.184005737305,105.231002807617,80.5930023193359,186.470993041992,178.033004760742,155.52799987793,133.014007568359,104.891998291016
80.1780014038086,77.6529998779297,68.2040023803711,56.4620018005371,49.1679992675781,41.2859992980957,75.745002746582,76.8949966430664,72.7600021362305,62.3030014038086,53.6570014953613,46.0690002441406,37.3390007019043,33.8230018615723,74.5940017700195,75.2409973144531,68.8310012817383,58.8269996643066,51.201000213623,42.8009986877441,73.5479965209961,73.4309997558594,66.7559967041016,58.5289993286133,50.0139999389648,41.7239990234375,35.1949996948242,70.0950012207031,66.875,59.1800003051758,50.6650009155273,42.3930015563965
127.612998962402,123.452003479004,115.40599822998,97.0100021362305,78.8109970092773,61.5719985961914,124.557998657227,125.619003295898,121.490997314453,109.459999084473,90.2949981689453,71.1439971923828,54.7760009765625,47.3359985351563,126.21199798584,124.103996276855,116.877998352051,102.853996276855,84.8079986572266,65.609001159668,125.51000213623,121.444000244141,114.633003234863,100.000999450684,82.4130020141602,63.9500007629395,49.2700004577637,119.378997802734,113.948997497559,100.924003601074,83.8740005493164,65.0250015258789
274.998992919922,261.378997802734,214.986999511719,181.860992431641,153.031997680664,122.818000793457,264.279998779297,260.47900390625,237.309005737305,200.710998535156,172.985992431641,141.014007568359,108.272003173828,88.3379974365234,258.888000488281,258.282012939453,224.468994140625,193.485000610352,164.462005615234,130.541000366211,256.527008056641,250.330993652344,218.908996582031,188.714004516602,160.498001098633,125.320999145508,93.0530014038086,241.5,222.147003173828,190.643005371094,164.207000732422,129.38200378418
196.376007080078,186.606002807617,150.970001220703,123.012001037598,85.3899993896484,60.7980003356934,187.667007446289,185.744995117188,166.630004882813,134.947998046875,106.452003479004,78.2190017700195,49.5849990844727,46.7319984436035,185.957000732422,183.947998046875,156.690994262695,125.705001831055,96.8690032958984,66.2379989624023,185.041000366211,177.391006469727,157.658004760742,127.447998046875,91.1500015258789,64.2880020141602,46.3559989929199,178.350006103516,160.764999389648,130.25700378418,93.7949981689453,64.3089981079102
667.611022949219,642.4990234375,562.598999023438,498.596984863281,434.019012451172,378.477996826172,649.991027832031,628.830993652344,581.572998046875,531.109985351563,475.68798828125,407.177001953125,336.261993408203,295.460998535156,649.239013671875,636.315979003906,565.403015136719,507.674011230469,445.235992431641,379.460998535156,636.343017578125,614.773010253906,550.534973144531,495.135009765625,435.514007568359,378.345001220703,305.497009277344,594.02001953125,553.400024414063,496.139007568359,435.856994628906,372.683013916016
