Station_ID1,Station_ID2,Station_ID3,Station_ID4,Station_ID5,Station_ID6,Station_ID7,Station_ID8,Station_ID9,Station_ID10,Station_ID11,Station_ID12,Station_ID13,Station_ID14,Station_ID15,Station_ID16,Station_ID17,Station_ID18,Station_ID19,Station_ID20,Station_ID21,Station_ID22,Station_ID23,Station_ID24,Station_ID25,Station_ID26,Station_ID27,Station_ID28,Station_ID29,Station_ID30,Station_ID31,Station_ID32
0.0,0.6981939207960011,0.27638012907702625,0.10171611651491314,0.056132233628032886,0.03032547899696649,0.5604973579055912,0.5636548862024193,0.34823988311373166,0.1738480817926561,0.08151841064473064,0.03986934094313787,0.025244439009613547,0.027965320768459992,0.412358910916269,0.40003630526868783,0.22901515639235964,0.11595533307074671,0.059237602575929874,0.02829683155266665,0.3047151719744644,0.28242796691556227,0.17811229684714858,0.09170285183510904,0.0536105236343631,0.028322193314153053,0.025180048366533474,0.16727871107914438,0.1571340637584951,0.0861572761942252,0.05246042678596654,0.029879912085202714
0.7525955218756142,0.0,0.31447396062891925,0.11560612840937126,0.0597121271707472,0.028203341908856698,0.6309259726766486,0.6747196053552519,0.4018874174124496,0.20343749979952014,0.08245638687233164,0.0389934606708084,0.023895720517703244,0.020506217657025934,0.5137519537483662,0.5186564822974553,0.2677942635439392,0.12999200935973465,0.06194227242663465,0.0263566459060028,0.38552414622051473,0.3383228944906785,0.20236958262680407,0.10438842741104061,0.05726840199026521,0.026833388201774028,0.021572213848429257,0.19517710031785335,0.18354261516202952,0.09843496456018706,0.059350636480273576,0.02921977710951877
0.3583073588872897,0.37720399541335453,0.0,0.24809751945931074,0.0950988576914328,0.05029243550399895,0.3490305396744229,0.34404127651518474,0.3869323274893363,0.42128308056629704,0.15203277226035855,0.06391411295218993,0.034241788829003694,0.028929361075367976,0.30782378974655167,0.3162870912728041,0.4462289751832438,0.2504510757549823,0.10171509025979716,0.04279874865862081,0.29597303183068313,0.3188408591083962,0.38552871167639774,0.19216201906203778,0.09278926815359241,0.044031718467007055,0.028974606907400516,0.32843762848876124,0.3746560481476854,0.1824865238339479,0.0832110390382512,0.043382837529638424
0.14979533435878634,0.16288513251653608,0.23360550938109895,0.0,0.21376479317173616,0.12488537663442084,0.15421400730776344,0.15351619090800617,0.1777746221871625,0.2879883738759683,0.3217535315157219,0.14316020929257078,0.10136594297913888,0.07079212762586413,0.1524913224819485,0.15005928586083167,0.1854499994969116,0.40686793232547824,0.18830277601790613,0.11120685677750075,0.14690314776564922,0.15414370207440437,0.18395452311890903,0.39747918056315446,0.15148601038762124,0.10623607402469945,0.05519577648776168,0.16105314998496803,0.1845961334844752,0.3632465668474171,0.13114858860359493,0.10850749939727694
0.08075620638047973,0.0868095363733601,0.10345296983443324,0.17612731899722428,0.0,0.23310481219205925,0.08095347602193795,0.08622267738917601,0.0955263418824587,0.11549241941990096,0.3432674385655271,0.33708754224055903,0.15523041527249043,0.11862113688366047,0.08746758896185286,0.08272047967663293,0.09520830063070737,0.15723584784374134,0.449733748123442,0.18271968751102666,0.08974356364405989,0.09023923845962525,0.08960521670478205,0.1830753965014911,0.4007228720921959,0.12370410431454232,0.07784425354442781,0.09696826603261721,0.09319193927074385,0.17806572838391588,0.3552676041352163,0.1013613385730198
0.03635294536714501,0.03585473695603288,0.048561595497162637,0.08237502519253215,0.17528609587862917,0.0,0.03317558470497265,0.036122481798461815,0.04385620823112098,0.06283248985771533,0.11348926884800564,0.3728525152750287,0.3318812458497016,0.19420622574877672,0.03374873421195518,0.03643667594781103,0.04849572163668113,0.07564472792912107,0.17696465574004464,0.4706822228290436,0.039736802160618534,0.04080211600594781,0.04858054896579419,0.08311459402389862,0.2155693597396924,0.3060255580984065,0.11859460199434099,0.05171410807338034,0.05143747556124322,0.08177768537317744,0.21033256415615065,0.2688320006049719
0.6245707741640423,0.6500304857606376,0.2964668798028378,0.11145288368274933,0.05624159949659405,0.026401802109909812,0.0,0.7147196259514429,0.4335342649024927,0.20387512635100805,0.0802081487959011,0.036731536734262604,0.02403147903625423,0.022628170259064564,0.6380407970250612,0.5691453510135265,0.29736626636011615,0.13693976394868285,0.06180664796238266,0.026955343957439287,0.4644591967092599,0.3919327287735843,0.22743573447040438,0.11471878454664894,0.057066480375062255,0.029941197237006598,0.025265785167221368,0.22821478059430467,0.19570934375883722,0.107864626227751,0.05921556070211294,0.0345321810425666
0.6312754107532839,0.6987842794910295,0.2933344175959244,0.11220814190296069,0.061073264045897836,0.028911472451090388,0.7194058725848979,0.0,0.5000028344819452,0.20441216983956112,0.0798375475383768,0.04122375489363181,0.02464218444018937,0.022091217093000493,0.5509241116353251,0.6389709810869181,0.3120492464822424,0.1337780075525158,0.07182598373706654,0.027344913153847697,0.4341929536375503,0.38733265325596555,0.2348941472029657,0.10670912652482922,0.06365790790937795,0.02785511031275742,0.024083309125127017,0.2135277186830176,0.1955254184006534,0.10159551477378849,0.06365233606229992,0.03252258482298207
0.43226686675027737,0.46013792508813534,0.3862483602542106,0.15879468458794566,0.08185924364454916,0.042712884440052806,0.4762063013599601,0.534531090445071,0.0,0.27014308911907015,0.12075672379181027,0.06015418430592833,0.03155042984325526,0.026917814503656337,0.36698537566165346,0.43698487196685654,0.4912478902706946,0.1758080251082632,0.08591985784443168,0.03584390230414101,0.3524688698497548,0.44960816128979164,0.34093115993825235,0.13740248309078212,0.08466736094541968,0.040087101495551974,0.028905609109444112,0.35990606704674327,0.30081517623077325,0.136645605972935,0.07805994615914223,0.04430598591519502
0.23621280425314464,0.2589904550656812,0.4041113135106839,0.31151965852705554,0.12853565916788734,0.07841500479679163,0.25281472344617173,0.25139660271012865,0.28007249678400303,0.0,0.17060475176315573,0.09410701038141867,0.05814740909078298,0.04473260157144223,0.22974654902525876,0.2515340935309083,0.30157119093301016,0.3789192580346554,0.12432405946923894,0.06796891676251926,0.21868267460206886,0.23973909324083412,0.32588556525811696,0.27525134084942293,0.11778813574638666,0.05921119857171107,0.03357734958958582,0.2330126814262628,0.29500785369215504,0.2834251888004531,0.11147357591178018,0.05572453149089958
